Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,FCF,FCF FQ-1,FCF FQ-2,FCF FQ-3,FCF FQ-4,FCF FQ-5,FCF FQ-6,FCF FQ-7,FCF FQ-8,FCF FQ-9,FCF FQ-10,FCF FQ-11,FCF FQ-12
1121,Golden Solar New Energy Technology Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.555 B,2022,-19.393 M,68.053 K,-10.291 M,-10.142 M,-2.981 M,-2.937 M,-1.455 M,-1.399 M,422.122 K,421.108 K,-1.66 M,-1.617 M,144.465 K
3360,Far East Horizon Limited,Financials,Diversified Financial Services,Diversified Financials,3.75 B,2022,-1.688 B,874.5 M,-1.797 B,-1.899 B,83.319 M,82.108 M,-2.043 B,-2.013 B,-862.2 M,-828.9 M,-1.442 B,-1.439 B,266.2 M
1765,"Hope Education Group Co., Ltd.",Consumer Discretionary,Diversified Consumer Services,Consumer Services,634 M,2022,-47.884 M,18.487 M,-45.696 M,-45.298 M,24.592 M,24.945 M,17.518 M,17.238 M,0 K,0 K,-12.974 M,-12.896 M,44.97 M
1277,Kinetic Development Group Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,665.8 M,2022,459.7 M,121.3 M,129.2 M,127.3 M,101.2 M,99.747 M,55.251 M,53.117 M,27.514 M,27.448 M,35.103 M,34.202 M,20.272 M
270,Guangdong Investment Limited,Utilities,Water Utilities,Utilities,6.546 B,2022,-1.21 B,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
669,Techtronic Industries Company Limited,Industrials,Machinery,Capital Goods,19.938 B,2022,-,NA,-84.516 M,-84.516 M,-140.5 M,-140.5 M,-283.2 M,-283.2 M,301.8 M,301.8 M,48.254 M,48.254 M,296.2 M
1108,Triumph New Energy Company Limited,Industrials,Building Products,Capital Goods,1.305 B,2022,-203.6 M,-30.521 M,-52.103 M,-121.1 M,-77.771 M,-51.901 M,8.223 M,81.801 M,-30.365 M,-5.584 M,-7.859 M,-3.878 M,-1.758 M
86,Sun Hung Kai & Co. Limited,Financials,Consumer Finance,Diversified Financials,756.8 M,2022,-,NA,136.2 M,136.4 M,-130.6 M,-130.8 M,32.759 M,32.718 M,-16.195 M,-16.2 M,126.1 M,126.1 M,57.049 M
2628,China Life Insurance Company Limited,Financials,Insurance,Insurance,102 B,2022,45.649 B,10.081 B,27.412 B,5.931 B,7.314 B,5.565 B,24.443 B,9.536 B,8.061 B,7.925 B,17.447 B,10.529 B,7.538 B
3983,China BlueChemical Ltd.,Materials,Chemicals,Materials,1.122 B,2022,199.1 M,18.154 M,86.835 M,85.572 M,60.053 M,59.179 M,60.249 M,57.921 M,7.344 M,7.326 M,25.095 M,24.451 M,31.572 M
531,Samson Holding Ltd.,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,102.1 M,2022,-,NA,-28.695 M,-28.695 M,12.973 M,12.973 M,142 K,142 K,2.776 M,2.776 M,5.841 M,5.841 M,-4.9 M
719,Shandong Xinhua Pharmaceutical Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.749 B,2022,739.298 K,-5.175 M,23.357 M,-12.565 M,-5.493 M,-1.498 M,2.69 M,5.66 M,-9.747 M,17.044 M,4.74 M,7.681 M,567.547 K
451,GCL New Energy Holdings Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,108.6 M,2022,-401.3 M,89.118 M,-300.5 M,-296.1 M,113.1 M,111.5 M,195.6 M,188 M,24.199 M,24.141 M,19.544 M,19.042 M,-112.4 M
2355,Baoye Group Company Limited,Industrials,Construction & Engineering,Capital Goods,254.7 M,2022,177.7 M,11.952 M,81.759 M,80.57 M,-12.26 M,-12.082 M,174.5 M,167.7 M,-59.08 M,-58.938 M,-45.479 M,-44.312 M,-36.269 M
868,Xinyi Glass Holdings Limited,Industrials,Building Products,Capital Goods,7.194 B,2022,-,NA,205 M,205.3 M,443.9 M,444.6 M,104.8 M,104.7 M,102 M,102 M,-17.801 M,-17.796 M,36.074 M
827,Ko Yo Chemical (Group) Limited,Materials,Chemicals,Materials,120.6 M,2022,-8.086 M,16.446 M,-20.671 M,-20.37 M,2.677 M,2.638 M,-3.351 M,-3.221 M,-642.347 K,-640.805 K,3.606 M,3.514 M,-9.249 M
2001,China New Higher Education Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,525 M,2022,140.7 M,32.669 M,42.271 M,41.903 M,-8.756 M,-8.882 M,42.038 M,41.367 M,0 K,0 K,-21.676 M,-21.547 M,42.233 M
981,Semiconductor Manufacturing International Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,26.279 B,2022,-200.2 M,1.113 B,579 M,-817.3 M,-428.7 M,363.9 M,-226.4 M,-1.578 B,-1.047 B,-584.2 M,-405.2 M,16.199 M,-69.887 M
3399,Guangdong Yueyun Transportation Company Limited,Industrials,Air Freight & Logistics,Transportation,106 M,2022,-,NA,53.111 K,56.123 K,8.631 M,8.506 M,22.421 M,22.095 M,26.437 M,25.416 M,-10.003 M,-9.979 M,-7.169 M
3848,Wealthy Way Group Limited,Financials,Diversified Financial Services,Diversified Financials,120.3 M,2022,-,NA,-1.07 M,-1.131 M,12.005 M,11.83 M,24.873 M,24.511 M,34.361 M,33.033 M,5.141 M,5.129 M,7.951 M
3330,Lingbao Gold Group Company Ltd.,Materials,Metals & Mining,Materials,135.4 M,2022,-,NA,453.195 K,478.898 K,-4.421 M,-4.357 M,38.005 M,37.452 M,18.365 M,17.656 M,-9.71 M,-9.687 M,-54.353 M
8446,In Technical Productions Holdings Limited,Communication Services,Entertainment,Media,841.8 M,2022,-4.246 M,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
272,Shui On Land Limited,Real Estate,Real Estate Management & Development,Real Estate,1.023 B,2022,-,NA,-156.4 M,-165.3 M,691.9 M,681.8 M,105.7 M,104.2 M,458.7 M,440.9 M,254.8 M,254.1 M,-188.9 M
2727,Shanghai Electric Group Company Limited,Industrials,Electrical Equipment,Capital Goods,8.012 B,2022,-349.8 M,293.1 M,-1.58 B,1.377 B,-468.8 M,-906.3 M,-2.249 B,2.151 B,298.3 M,-672.8 M,-1.84 B,3.051 B,-878.3 M
1702,Dongguang Chemical Limited,Materials,Chemicals,Materials,205.7 M,2022,-,NA,13.491 M,14.256 M,6.821 M,6.722 M,14.953 M,14.735 M,3.947 M,3.794 M,6.531 M,6.515 M,11.229 M
1868,Neo-Neon Holdings Limited,Industrials,Electrical Equipment,Capital Goods,116.1 M,2022,-,NA,-4.173 M,-4.41 M,0 K,0 K,20.926 M,0 K,2.28 M,2.171 M,4.959 M,4.947 M,7.153 M
848,Maoye International Holdings Limited,Consumer Discretionary,Multiline Retail,Retailing,159.1 M,2022,-,NA,56.13 M,59.314 M,54.578 M,53.784 M,-9.164 M,-9.031 M,55.012 M,52.887 M,-2.385 M,-2.379 M,57.43 M
196,Honghua Group Limited,Energy,Energy Equipment & Services,Energy,153.4 M,2022,-101.5 M,-36.155 M,-17.446 M,-17.193 M,-64.845 M,-63.901 M,20.664 M,19.865 M,-44.982 M,-44.874 M,25.292 M,24.643 M,-43.857 M
468,Greatview Aseptic Packaging Company Limited,Materials,Containers & Packaging,Materials,289.5 M,2022,38.777 M,11.581 M,8.887 M,8.758 M,-5.195 M,-5.119 M,27.324 M,26.268 M,5.927 M,5.913 M,24.742 M,24.107 M,-1.316 M
1866,China XLX Fertiliser Ltd.,Materials,Chemicals,Materials,735.2 M,2022,-146.8 M,-25.586 M,-51.867 M,-51.112 M,-29.622 M,-29.191 M,-70.616 M,-67.888 M,-91.629 M,-91.409 M,-20.304 M,-19.783 M,-20.596 M
1728,China ZhengTong Auto Services Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,181.8 M,2022,-22.894 M,-14.453 M,2.352 M,2.318 M,-39.7 M,-39.122 M,-18.046 M,-17.349 M,1.301 M,1.298 M,90.903 M,88.57 M,2.649 M
1488,Best Food Holding Company Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,175 M,2022,5.301 M,3.394 M,-592.054 K,-583.442 K,2.926 M,2.884 M,4.034 M,3.879 M,1.945 M,1.94 M,0 K,0 K,3.238 M
6100,Tongdao Liepin Group,Communication Services,Interactive Media & Services,Media,726 M,2022,69.072 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
797,7Road Holdings Limited,Communication Services,Entertainment,Media,834.8 M,2022,-8.704 M,-5.338 M,737.057 K,726.337 K,-19.642 M,-19.356 M,-4.192 M,-4.03 M,11.032 M,11.005 M,2.499 M,0 K,1.986 M
1916,"Jiangxi Bank Co., Ltd.",Financials,Banks,Banks,782.8 M,2022,-5.195 B,-2.712 B,-32.397 M,-31.925 M,-3.219 B,-3.172 B,-385.1 M,-370.2 M,-1.382 B,-1.379 B,-109.6 M,-106.8 M,-1.623 B
2616,CStone Pharmaceuticals,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",577.6 M,2022,-171.2 M,-35.076 M,-55.258 M,-54.454 M,-67.578 M,-66.595 M,6.466 M,6.216 M,-46.672 M,-46.56 M,-50.164 M,-48.877 M,-28.534 M
6123,YTO Express (International) Holdings Limited,Industrials,Air Freight & Logistics,Transportation,101.2 M,2022,54.704 M,17.761 M,9.683 M,9.698 M,-800.649 K,-799.662 K,12.14 M,12.143 M,7.556 M,7.554 M,2.012 M,2 M,12.475 M
6138,"Harbin Bank Co., Ltd.",Financials,Banks,Banks,378.2 M,2022,-1.004 B,820.7 M,-1.997 B,1.322 B,-528.8 M,2.029 B,-13.539 B,12.717 B,-3.24 B,-3.232 B,-699.4 M,-681.5 M,-66.403 M
400,"Ingdan, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,291.3 M,2022,-44.776 M,10.35 M,-33.899 M,-33.406 M,-1.186 M,-1.168 M,3.765 M,3.62 M,17.935 M,17.892 M,43.18 M,42.072 M,7.934 M
1626,Jia Yao Holdings Limited,Materials,Containers & Packaging,Materials,305.7 M,2022,8.967 M,5.107 M,-368.135 K,-362.781 K,635.115 K,625.868 K,4.009 M,3.854 M,-7.951 M,-7.932 M,2.177 M,2.121 M,-6.15 M
288,WH Group Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",8.035 B,2022,481 M,-199 M,473.5 M,473.5 M,10.5 M,10.5 M,406.5 M,406.5 M,495.5 M,495.5 M,340.5 M,340.5 M,36 M
2772,Zhongliang Holdings Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,269.2 M,2022,3.512 B,607.3 M,1.24 B,1.222 B,170.3 M,167.8 M,902.7 M,867.8 M,-437 M,-435.9 M,-761.2 M,-741.7 M,-712 M
1523,Plover Bay Technologies Limited,Information Technology,Communications Equipment,Technology Hardware & Equipment,348.6 M,2022,16.807 M,6.194 M,2.21 M,2.21 M,5.403 M,5.403 M,3.773 M,3.773 M,6.079 M,6.079 M,1.681 M,1.681 M,3.465 M
8328,Xinyi Electric Storage Holdings Limited,Industrials,Electrical Equipment,Capital Goods,391.1 M,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
1579,Yihai International Holding Ltd.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",2.691 B,2022,61.61 M,8.404 M,24.093 M,23.743 M,-8.422 M,-8.3 M,41.131 M,39.542 M,23.761 M,23.704 M,34.547 M,33.66 M,15.455 M
2136,Lifestyle China Group Limited,Consumer Discretionary,Multiline Retail,Retailing,223.9 M,2022,-,NA,-18.463 M,-19.51 M,11.008 M,10.848 M,312.757 K,308.203 K,14.843 M,14.27 M,-5.125 M,-5.112 M,-534.978 K
6896,Golden Throat Holdings Group Company Limited,Consumer Staples,Personal Products,Household & Personal Products,243 M,2022,24.545 M,9.13 M,3.83 M,3.774 M,5.231 M,5.155 M,5.478 M,5.267 M,868.728 K,866.643 K,5.917 M,5.765 M,280.193 K
8402,GT Steel Construction Group Limited,Industrials,Construction & Engineering,Capital Goods,116.2 M,2022,-84.605 K,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
1458,Zhou Hei Ya International Holdings Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.094 B,2022,42.222 M,16.786 M,5.51 M,5.43 M,21.881 M,21.563 M,30.602 M,29.42 M,-52.863 K,-52.736 K,6.746 M,6.573 M,18.153 M
2232,Crystal International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.047 B,2022,-,NA,39.157 M,39.157 M,37.623 M,37.623 M,24.607 M,24.607 M,116.7 M,116.7 M,16.269 M,16.269 M,107.8 M
1526,Rici Healthcare Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,119.5 M,2022,46.43 M,-6.661 M,31.122 M,30.67 M,-3.032 M,-2.988 M,21.772 M,20.931 M,-14.616 M,-14.581 M,1.916 M,1.867 M,-12.789 M
1357,"Meitu, Inc.",Communication Services,Interactive Media & Services,Media,1.659 B,2022,24.124 M,-11.213 M,23.904 M,23.556 M,-28.248 M,-27.836 M,-13.637 M,-13.11 M,-5.966 M,-5.952 M,5.03 M,4.901 M,-5.171 M
1727,Hebei Construction Group Corporation Limited,Industrials,Construction & Engineering,Capital Goods,181.8 M,2022,91.07 M,-157.2 M,204.9 M,201.9 M,-155.1 M,-152.9 M,247.9 M,238.4 M,-115.6 M,-115.3 M,143.2 M,139.5 M,-126.7 M
2166,Smart-Core Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,127.2 M,2022,-,NA,26.664 M,26.71 M,3.298 M,3.303 M,-32.13 M,-32.09 M,-19.809 M,-19.816 M,7.421 M,7.419 M,12.639 M
1789,AK Medical Holdings Limited,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,1.308 B,2022,44.119 M,11.293 M,11.991 M,11.816 M,-2.674 M,-2.635 M,671.513 K,645.572 K,7.872 M,7.854 M,580.003 K,565.118 K,2.427 M
6158,Zhenro Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,128.5 M,2022,1.988 B,252.2 M,796.4 M,784.9 M,122.8 M,121 M,64.265 M,61.782 M,72.332 M,72.158 M,-456.3 M,-444.5 M,-564.1 M
1475,Nissin Foods Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",888.1 M,2022,28.146 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
1763,China Isotope & Radiation Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,709 M,2022,49.076 M,-17.039 M,42.872 M,42.248 M,-13.807 M,-13.606 M,20.711 M,19.911 M,-27.486 M,-27.42 M,17.638 M,17.185 M,-17.068 M
6098,Country Garden Services Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,5.543 B,2022,683.3 M,155.8 M,204.8 M,201.8 M,34.132 M,33.635 M,207.7 M,199.7 M,41.909 M,41.808 M,168.3 M,163.9 M,60.688 M
772,China Literature Limited,Communication Services,Media,Media,5.414 B,2022,-,NA,50.373 M,53.23 M,61.459 M,60.565 M,32.485 M,32.012 M,51.37 M,49.386 M,29.429 M,29.358 M,55.655 M
1551,"Guangzhou Rural Commercial Bank Co., Ltd.",Financials,Banks,Banks,3.603 B,2022,-5.404 B,-5.695 B,2.833 B,2.792 B,-7.006 B,-6.904 B,-678.1 M,-651.9 M,-5.004 B,-4.992 B,1.363 B,1.328 B,-5.875 B
1216,"Zhongyuan Bank Co., Ltd.",Financials,Banks,Banks,2.933 B,2022,4.148 B,-1.173 B,-1.239 B,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2448,Space Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,349.1 M,2022,-,NA,-773.494 K,-774.836 K,427.002 K,427.615 K,-8.6 M,-8.59 M,-931.842 K,-932.227 K,-3.625 M,-3.624 M,5.354 M
695,Dongwu Cement International Limited,Materials,Construction Materials,Materials,289 M,2022,10.55 M,846.787 K,4.4 M,4.408 M,-3.381 M,-3.346 M,2.451 M,2.448 M,0 K,0 K,-6.902 M,-6.885 M,0 K
1366,Jiangnan Group Limited,Industrials,Electrical Equipment,Capital Goods,290 M,2022,102.2 M,-3.121 M,57.009 M,56.18 M,-179.2 M,-176.6 M,74.61 M,71.728 M,-106.9 M,-106.7 M,81.419 M,79.329 M,-22.143 M
1913,Prada S.p.A.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,18.629 B,2022,944.6 M,292.1 M,149.9 M,158.2 M,280.9 M,285.9 M,255.2 M,252.2 M,233.1 M,223.8 M,56.877 M,55.78 M,180.6 M
245,China Vered Financial Holding Corporation Limited,Financials,Capital Markets,Diversified Financials,252.1 M,2022,24.053 M,-8.405 M,20.549 M,20.58 M,11.604 M,11.59 M,3.854 M,3.855 M,-100.6 M,-100.6 M,-48.791 M,-48.509 M,25.022 M
6928,TOMO Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,165.7 M,2022,-395.322 K,-173.487 K,-29.29 K,-29.091 K,-19.108 K,-19.103 K,-162.227 K,-156.959 K,523.914 K,513.692 K,0 K,0 K,0 K
9936,Ximei Resources Holding Limited,Materials,Metals & Mining,Materials,176.6 M,2022,-43.884 M,-17.626 M,-5.548 M,-5.467 M,2.907 M,2.865 M,-1.536 M,-1.476 M,-6.438 M,-6.423 M,-4.73 M,-4.608 M,2.565 M
3991,Changhong Jiahua Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,193.2 M,2022,-150 M,-158.3 M,229.7 M,230.1 M,-54.23 M,-54.163 M,11.378 M,11.381 M,-156.6 M,-156.6 M,0 K,0 K,0 K
1463,C-Link Squared Limited,Industrials,Professional Services,Commercial & Professional Services,431.1 M,2022,820.852 K,-2.118 M,2.572 M,2.561 M,424.221 K,425.234 K,394.655 K,382.024 K,-2.715 M,-2.697 M,1.418 M,663.387 K,361.471 K
1837,Natural Food International Holding Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",147.8 M,2022,6.096 M,1.302 M,1.914 M,1.886 M,5.832 M,5.747 M,2.656 M,2.554 M,554.313 K,552.983 K,3.276 M,3.192 M,512.4 K
1820,Pacific Millennium Packaging Group Corporation,Materials,Containers & Packaging,Materials,242.4 M,2022,20.826 M,9.245 M,1.755 M,1.729 M,-5.298 M,-5.221 M,-1.468 M,-1.411 M,4.766 M,4.755 M,2.39 M,2.329 M,4.234 M
1873,Viva Biotech Holdings,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",372.1 M,2022,-49.115 M,-3.475 M,-23.186 M,-22.849 M,-15.668 M,-15.439 M,-39.927 M,-38.384 M,-1.994 M,-1.989 M,-510.994 K,-497.88 K,-222.814 K
1675,Asiainfo Technologies Limited,Information Technology,Software,Software & Services,1.773 B,2022,72.786 M,75.058 M,-42.24 M,-44.635 M,66.035 M,65.075 M,-14.66 M,-14.446 M,66.204 M,63.646 M,-13.676 M,-13.643 M,64.024 M
1860,Mobvista Inc.,Communication Services,Media,Media,804.4 M,2022,60.306 M,11.497 M,18.655 M,18.655 M,2.302 M,2.302 M,-1.121 M,-1.121 M,8.783 M,8.783 M,6.285 M,6.285 M,-8.076 M
1713,"Sichuan Energy Investment Development Co., Ltd.",Utilities,Electric Utilities,Utilities,238.1 M,2022,-11.193 M,-17.474 M,11.534 M,11.366 M,-4.258 M,-4.196 M,17.476 M,16.801 M,-2.74 M,-2.734 M,13.469 M,13.123 M,6.49 M
1877,"Shanghai Junshi Biosciences Co., Ltd.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",5.594 B,2022,-247.6 M,-111.3 M,-161.6 M,74.656 M,-48.15 M,-115.9 M,-97.163 M,26.506 M,-87.014 M,-105.1 M,-41.031 M,-65.701 M,-68.377 M
1741,Ri Ying Holdings Limited,Industrials,Construction & Engineering,Capital Goods,136.6 M,2022,-6.217 M,-1.36 M,-1.752 M,-1.76 M,-642.155 K,-643.842 K,-1.141 M,-1.144 M,340.321 K,340.3 K,-2.358 M,-2.346 M,239.037 K
1809,Prinx Chengshan Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,428.9 M,2022,-66.336 M,-29.957 M,-5.08 M,-5.006 M,-72.005 M,-70.956 M,3.581 M,3.442 M,-44.092 M,-43.986 M,-14.65 M,-14.274 M,-35.697 M
3868,Xinyi Energy Holdings Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,2.246 B,2022,-,NA,4.138 M,4.145 M,31.998 M,32.047 M,-6.426 M,-6.418 M,30.437 M,30.447 M,8.481 M,8.479 M,51.811 M
2798,Perennial Energy Holdings Limited,Materials,Metals & Mining,Materials,236.4 M,2022,-,NA,-8.162 M,-8.625 M,-3.149 M,-3.103 M,10.693 M,10.538 M,4.421 M,4.25 M,13.603 M,13.57 M,-4.492 M
1978,LH Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,131.5 M,2022,17.607 M,1.595 M,7.258 M,7.269 M,6.199 M,6.191 M,3.303 M,3.304 M,7 M,6.999 M,7.818 M,7.773 M,5.616 M
3692,Hansoh Pharmaceutical Group Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",10.439 B,2022,428.8 M,125.2 M,101.1 M,99.648 M,64.41 M,63.473 M,-7.31 M,-7.028 M,74.89 M,74.711 M,111 M,108.2 M,86.725 M
1817,Mulsanne Group Holding Limited,Consumer Discretionary,Specialty Retail,Retailing,303.8 M,2022,-8.806 M,-34.438 M,29.717 M,29.285 M,-27.076 M,-26.681 M,31.186 M,29.981 M,-20.729 M,-20.679 M,25.198 M,24.551 M,-31.653 M
6811,Tai Hing Group Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,126.8 M,2022,61.327 M,9.782 M,21.034 M,21.066 M,15.187 M,15.168 M,21.5 M,21.507 M,12.389 M,12.385 M,16.816 M,16.719 M,12.269 M
9906,Honliv Healthcare Management Group Company Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,183.4 M,2022,9.208 M,2.875 M,1.986 M,1.957 M,1.176 M,1.159 M,-1.953 M,-1.878 M,1.393 M,1.389 M,-2.015 M,-1.963 M,3.547 M
9908,"JiaXing Gas Group Co., Ltd.",Utilities,Gas Utilities,Utilities,174.5 M,2022,22.175 M,10.379 M,1.334 M,1.315 M,4.221 M,4.16 M,7.729 M,7.43 M,3.502 M,3.493 M,2.908 M,2.833 M,3.612 M
9986,Dashan Education Holdings Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,318 M,2022,-37.678 M,-5.527 M,-14.348 M,-14.139 M,7.397 M,7.289 M,2.32 M,2.231 M,1.713 M,1.709 M,-1.704 M,-1.661 M,8.738 M
6968,Ganglong China Property Group Limited,Real Estate,Real Estate Management & Development,Real Estate,107.4 M,2022,65.557 M,84.134 M,-49.385 M,-48.666 M,-258.8 M,-255 M,-67.994 M,-65.367 M,42.015 M,41.914 M,-307.4 M,-299.5 M,-181.6 M
1745,Lvji Technology Holdings Inc.,Information Technology,Software,Software & Services,127.2 M,2022,-,NA,4.711 M,4.978 M,9.611 M,9.472 M,-3.062 M,-3.018 M,4.083 M,3.925 M,-1.054 M,-1.051 M,9.073 M
3886,Town Health International Medical Group Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,280.4 M,2022,14.193 M,-732.452 K,7.878 M,7.89 M,1.814 M,1.811 M,-416.125 K,-416.256 K,125.863 K,125.828 K,6.451 M,6.414 M,3.852 M
2231,JY Grandmark Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,251.7 M,2022,-195.5 M,14.136 M,-117.1 M,-115.4 M,-18.162 M,-17.897 M,-86.515 M,-83.173 M,-31.915 M,-31.838 M,-78.134 M,-76.129 M,-26.77 M
6908,HG Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,131.1 M,2022,-19.896 M,-5.596 M,-4.905 M,-4.834 M,-532.36 K,-524.609 K,155.642 K,149.63 K,-2.272 M,-2.266 M,0 K,0 K,0 K
3390,Tycoon Group Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,547.3 M,2022,-5.415 M,-29.936 K,-2.695 M,-2.699 M,-133.495 K,-133.331 K,-2.001 M,-2.001 M,-5.404 M,-5.402 M,3.728 M,3.706 M,887.471 K
1442,Infinity Logistics and Transport Ventures Limited,Industrials,Air Freight & Logistics,Transportation,297.1 M,2022,-19.145 M,-2.859 M,-7.239 M,-7.209 M,164.319 K,164.712 K,-323.058 K,-312.718 K,807.479 K,802.109 K,-1.074 M,-1.05 M,675.535 K
6188,"Beijing Digital Telecom Co., Ltd.",Consumer Discretionary,Specialty Retail,Retailing,357.4 M,2022,-283.8 M,-53.968 M,-95.785 M,-94.392 M,15.949 M,15.717 M,2.381 M,2.289 M,18.853 M,18.807 M,48.918 M,47.662 M,-13.396 M
3996,China Energy Engineering Corporation Limited,Industrials,Construction & Engineering,Capital Goods,5.311 B,2022,-2.28 B,-433 M,-2.681 B,2.054 B,-79.627 M,-237.7 M,-2.473 B,1.84 B,-1.358 B,449.8 M,-2.045 B,3.685 B,-1.466 B
3908,China International Capital Corporation Limited,Financials,Capital Markets,Diversified Financials,18.519 B,2022,2.35 B,2.835 B,687.9 M,-1.57 B,2.593 B,1.004 B,-1.896 B,-6.054 B,-169.3 M,-2.796 B,3.702 B,-2.547 B,-945 M
1508,China Reinsurance (Group) Corporation,Financials,Insurance,Insurance,3.03 B,2022,242.1 M,-83.623 M,211.1 M,208 M,498.4 M,491.1 M,649.1 M,624.1 M,1.689 B,1.685 B,610.6 M,594.9 M,451.3 M
1799,"Xinte Energy Co., Ltd.",Industrials,Construction & Engineering,Capital Goods,3.68 B,2022,-,NA,-4.935 M,-5.215 M,-297.7 M,-293.3 M,-24.781 M,-24.42 M,-85.138 M,-81.85 M,-129.8 M,-129.5 M,-276.5 M
1858,"Beijing Chunlizhengda Medical Instruments Co., Ltd.",Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,1.361 B,2022,-6.229 M,-3.524 M,-10.038 M,-6.522 M,14.276 M,-4.869 M,-8.032 M,-6.423 M,17.699 M,17.015 M,5.344 M,-4.54 M,7.416 M
1415,Cowell e Holdings Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,2.101 B,2022,-,NA,16.243 M,16.243 M,32.509 M,32.509 M,-12.77 M,-12.77 M,19.508 M,19.508 M,21.358 M,21.358 M,-3.334 M
