Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,EBITDA,EBITDA FQ-1,EBITDA FQ-2,EBITDA FQ-3,EBITDA FQ-4,EBITDA FQ-5,EBITDA FQ-6,EBITDA FQ-7,EBITDA FQ-8,EBITDA FQ-9,EBITDA FQ-10,EBITDA FQ-11,EBITDA FQ-12
34,Kowloon Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,1.238 B,2022,73.685 M,12.657 M,24.47 M,24.508 M,29.908 M,29.871 M,-,-,72.433 M,72.413 M,33.947 M,123.5 M,119 M
1199,COSCO SHIPPING Ports Limited,Industrials,Transportation Infrastructure,Transportation,2.441 B,2022,464.5 M,144.2 M,88.557 M,109 M,95.224 M,115.1 M,74.945 M,-11.372 M,91.093 M,3.411 M,122.2 M,39.267 M,80.79 M
108,GR Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,387.2 M,2022,11.659 M,4.009 M,1.902 M,1.747 M,-451.81 K,-451.253 K,2.954 M,2.477 M,2.295 M,2.294 M,1.907 M,2.08 M,2.081 M
716,Singamas Container Holdings Limited,Industrials,Machinery,Capital Goods,191.2 M,2022,106.1 M,16.172 M,36.901 M,36.901 M,80.46 M,80.46 M,46.54 M,46.54 M,1.519 M,1.519 M,-2.317 M,-2.317 M,-48.044 M
3868,Xinyi Energy Holdings Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,2.246 B,2022,269.2 M,62.25 M,75.215 M,75.346 M,71.606 M,71.715 M,67.985 M,67.901 M,52.615 M,52.631 M,51.802 M,51.788 M,58.811 M
2798,Perennial Energy Holdings Limited,Materials,Metals & Mining,Materials,236.4 M,2022,141.2 M,26.624 M,36.373 M,38.436 M,43.277 M,42.648 M,22.964 M,22.63 M,30.105 M,28.942 M,14.797 M,14.761 M,13.561 M
1983,"Luzhou Bank Co., Ltd.",Financials,Banks,Banks,875.9 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1837,Natural Food International Holding Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",147.8 M,2022,21.223 M,5.59 M,5.61 M,5.528 M,4.5 M,4.434 M,3.973 M,3.819 M,-4.934 M,-4.922 M,1.901 M,1.852 M,9.195 M
1860,Mobvista Inc.,Communication Services,Media,Media,804.4 M,2022,30.596 M,20.692 M,-3.02 M,-2.229 M,-1.635 M,-1.635 M,-12.625 M,-12.153 M,9.438 M,9.438 M,6.868 M,7.094 M,5.458 M
1820,Pacific Millennium Packaging Group Corporation,Materials,Containers & Packaging,Materials,242.4 M,2022,19.853 M,4.648 M,5.828 M,5.743 M,5.536 M,5.455 M,8.341 M,8.019 M,6.051 M,6.036 M,8.425 M,8.209 M,5.9 M
1992,Fosun Tourism Group,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.538 B,2022,193.6 M,49.1 M,53.059 M,52.287 M,-29.258 M,-28.832 M,-22.346 M,-21.482 M,39.386 M,39.292 M,86.144 M,83.933 M,116.4 M
2232,Crystal International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.047 B,2022,295.9 M,83.396 M,65.195 M,65.195 M,75.635 M,75.635 M,54.772 M,54.772 M,65.77 M,65.77 M,35.327 M,35.327 M,73.589 M
3329,BOCOM International Holdings Company Limited,Financials,Capital Markets,Diversified Financials,167.2 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2337,United Strength Power Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,290.1 M,2022,26.479 M,3.893 M,10.074 M,9.928 M,14.794 M,14.578 M,10.772 M,10.356 M,7.35 M,7.332 M,16.142 M,15.728 M,2.764 M
772,China Literature Limited,Communication Services,Media,Media,5.414 B,2022,127.3 M,8.656 M,45.073 M,47.63 M,39.612 M,39.036 M,49.094 M,48.38 M,80.25 M,77.15 M,18.827 M,18.782 M,43.261 M
6169,China YuHua Education Corporation Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,542.2 M,2022,190.4 M,49.672 M,51.433 M,50.985 M,79.143 M,80.281 M,70.717 M,69.59 M,-1.738 M,26.192 M,37.498 M,37.274 M,17.617 M
1571,Xin Point Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,334.7 M,2022,60.618 M,19.875 M,12.125 M,11.949 M,18.278 M,18.012 M,27.907 M,26.829 M,8.701 M,8.68 M,15.444 M,15.048 M,7.858 M
6066,"CSC Financial Co., Ltd.",Financials,Capital Markets,Diversified Financials,23.04 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2858,Yixin Group Limited,Financials,Consumer Finance,Diversified Financials,847.7 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1272,"Datang Environment Industry Group Co., Ltd.",Industrials,Commercial Services & Supplies,Commercial & Professional Services,359.1 M,2022,143.9 M,-,47.741 M,50.929 M,-78.074 M,78.641 M,28.903 M,53.655 M,59.231 M,57.05 M,46.702 M,37.617 M,23.6 M
839,China Education Group Holdings Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,2.493 B,2022,350.2 M,91.634 M,94.321 M,93.5 M,72.774 M,73.821 M,72.652 M,71.494 M,50.003 M,47.975 M,46.777 M,46.498 M,34.446 M
1727,Hebei Construction Group Corporation Limited,Industrials,Construction & Engineering,Capital Goods,181.8 M,2022,-30.233 M,32.307 M,-45.372 M,-43.925 M,40.006 M,39.423 M,58.314 M,56.061 M,36.259 M,36.172 M,39.472 M,41.082 M,56.183 M
3319,"A-Living Smart City Services Co., Ltd.",Real Estate,Real Estate Management & Development,Real Estate,1.406 B,2022,466.8 M,123.9 M,122.1 M,120.4 M,121.6 M,119.8 M,104.4 M,100.4 M,80.32 M,80.127 M,64.544 M,62.888 M,53.758 M
6158,Zhenro Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,128.5 M,2022,-157.1 M,-93.926 M,23.465 M,23.124 M,122.9 M,121.1 M,198.6 M,190.9 M,135.1 M,134.8 M,168.5 M,164.2 M,140 M
1183,MECOM Power and Construction Limited,Industrials,Construction & Engineering,Capital Goods,515.9 M,2022,17.573 M,3.625 M,5.202 M,5.209 M,4.104 M,4.099 M,3.009 M,3.01 M,906.05 K,905.801 K,3.792 M,3.77 M,382.99 K
1995,CIFI Ever Sunshine Services Group Limited,Real Estate,Real Estate Management & Development,Real Estate,655.1 M,2022,147.5 M,43.331 M,32.251 M,31.782 M,31.498 M,31.039 M,31.727 M,30.502 M,19.094 M,19.048 M,14.437 M,14.066 M,8.726 M
2013,Weimob Inc.,Information Technology,Software,Software & Services,2.025 B,2022,-194.6 M,-57.437 M,-42.839 M,-42.216 M,-21.694 M,-21.378 M,-2.72 M,-2.615 M,-1.742 M,-1.738 M,455.414 K,443.726 K,65.17 K
1760,Intron Technology Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,659.1 M,2022,56.256 M,17.172 M,12.173 M,11.996 M,6.196 M,6.106 M,2.391 M,2.299 M,4.747 M,4.736 M,6.197 M,6.038 M,6.842 M
6862,Haidilao International Holding Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,14.663 B,2022,485.6 M,143.9 M,112.4 M,110.7 M,169.8 M,167.4 M,253.5 M,243.7 M,-602.576 K,-601.13 K,187.9 M,183.1 M,131 M
1034,Fullwealth International Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,201.8 M,2022,12.328 M,1.569 M,4.627 M,4.634 M,1.386 M,1.384 M,-1.627 M,-1.628 M,-2.691 M,-2.69 M,282.968 K,281.333 K,840.681 K
1725,Hong Kong Aerospace Technology Group Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,461.3 M,2022,-9.665 M,-2.356 M,-2.744 M,-2.704 M,-12.777 K,-12.591 K,1.742 M,1.675 M,307.268 K,306.53 K,645.205 K,628.647 K,1.933 M
1996,Redsun Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,142.5 M,2022,361.4 M,87.852 M,102.8 M,101.3 M,150.7 M,148.5 M,80.33 M,77.227 M,113.8 M,113.6 M,115.8 M,112.8 M,39.197 M
797,7Road Holdings Limited,Communication Services,Entertainment,Media,834.8 M,2022,28.275 M,2.881 M,12.031 M,11.856 M,959.486 K,945.517 K,7.668 M,7.372 M,6.492 M,6.476 M,9.734 M,9.484 M,390.071 K
1817,Mulsanne Group Holding Limited,Consumer Discretionary,Specialty Retail,Retailing,303.8 M,2022,4.886 M,5.259 M,-2.891 M,-2.849 M,8.409 M,8.286 M,-7.29 M,-7.008 M,-3.949 M,-3.94 M,21.489 M,20.937 M,17.514 M
754,Hopson Development Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,2.698 B,2022,-58.329 M,92.36 M,-122.1 M,-122.3 M,509.3 M,508.7 M,777 M,777.2 M,391.9 M,391.8 M,266.5 M,265 M,181.6 M
1901,Feiyang International Holdings Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,113.1 M,2022,800.872 K,-981.532 K,-2.268 M,-2.235 M,-4.843 M,-4.772 M,-4.583 M,-4.406 M,-276.343 K,-275.679 K,1.852 M,1.805 M,306.916 K
2019,Dexin China Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,215.6 M,2022,284.5 M,48.232 M,102.8 M,101.6 M,173.9 M,171.3 M,96.748 M,93.213 M,120.1 M,119.8 M,81.7 M,79.603 M,62.996 M
6811,Tai Hing Group Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,126.8 M,2022,27.1 M,488.812 K,13.146 M,13.166 M,7.062 M,7.053 M,3.707 M,3.708 M,3.828 M,3.827 M,10.738 M,10.676 M,12.199 M
2181,Mabpharm Limited,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",283.7 M,2022,-35.29 M,-8.068 M,-10.554 M,-10.4 M,-9.962 M,-9.817 M,-6.596 M,-6.341 M,-5.932 M,-5.918 M,-6.947 M,-6.769 M,-5.527 M
1905,"Haitong Unitrust International Financial Leasing Co., Ltd.",Financials,Diversified Financial Services,Diversified Financials,891.7 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
6055,China Tobacco International (HK) Company Limited,Consumer Discretionary,Distributors,Retailing,912.9 M,2022,88.706 M,18.924 M,25.493 M,25.538 M,12.237 M,12.256 M,9.688 M,9.676 M,1.125 M,1.125 M,3.163 M,3.162 M,13.959 M
1951,Jinxin Fertility Group Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,1.865 B,2022,83.535 M,23.641 M,20.449 M,20.152 M,18.133 M,17.869 M,14.409 M,13.853 M,10.175 M,10.151 M,21.194 M,20.65 M,22.875 M
1873,Viva Biotech Holdings,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",372.1 M,2022,51.733 M,14.532 M,12.773 M,12.587 M,16.075 M,15.841 M,8.7 M,8.364 M,3.592 M,3.583 M,2.313 M,2.254 M,2.809 M
1286,Impro Precision Industries Limited,Industrials,Machinery,Capital Goods,665 M,2022,137.8 M,33.524 M,35.788 M,35.85 M,26.55 M,26.59 M,28.255 M,28.22 M,24.49 M,24.498 M,23.436 M,23.43 M,28.984 M
1935,JH Educational Technology INC.,Consumer Discretionary,Diversified Consumer Services,Consumer Services,224.3 M,2022,70.698 M,20.099 M,17.216 M,16.966 M,15.094 M,14.875 M,12.676 M,12.187 M,11.93 M,11.901 M,7.687 M,7.49 M,10.249 M
1521,Frontage Holdings Corporation,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",599.3 M,2022,52.086 M,13.588 M,12.454 M,12.454 M,8.827 M,8.827 M,8.097 M,8.097 M,3.503 M,3.503 M,3.261 M,3.261 M,6.128 M
1839,"CIMC Vehicles (Group) Co., Ltd.",Industrials,Machinery,Capital Goods,2.338 B,2022,190.1 M,50.442 M,43.868 M,18.158 M,44.247 M,80.035 M,61.718 M,41.519 M,66.824 M,102.8 M,28.589 M,53.92 M,52.536 M
1769,Scholar Education Group,Consumer Discretionary,Diversified Consumer Services,Consumer Services,169.9 M,2022,10.156 M,2.173 M,3.185 M,3.139 M,8.16 M,8.041 M,-711.419 K,-683.937 K,4.894 M,4.882 M,6.053 M,5.897 M,5.782 M
2180,ManpowerGroup Greater China Limited,Industrials,Professional Services,Commercial & Professional Services,180.5 M,2022,26.318 M,5.957 M,7.93 M,7.815 M,6.756 M,6.657 M,7.386 M,7.101 M,5.176 M,5.164 M,6.592 M,6.423 M,6.033 M
3700,Inkeverse Group Limited,Communication Services,Interactive Media & Services,Media,266.7 M,2022,143.1 M,44.509 M,31.137 M,30.684 M,12.074 M,11.898 M,853.81 K,820.827 K,3.74 M,3.731 M,6.694 M,6.522 M,-4.376 M
788,China Tower Corporation Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,21.749 B,2022,7.716 B,1.983 B,2.418 B,2.175 B,1.957 B,2.027 B,2.474 B,1.905 B,1.836 B,1.802 B,2.09 B,1.652 B,1.6 B
6190,"Bank of Jiujiang Co., Ltd.",Financials,Banks,Banks,2.926 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
6117,"Rizhao Port Jurong Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,116.3 M,2022,54.549 M,15.779 M,13.03 M,12.84 M,13.645 M,13.447 M,10.237 M,9.842 M,12.76 M,12.729 M,10.077 M,9.819 M,12.579 M
1119,iDreamSky Technology Holdings Limited,Communication Services,Entertainment,Media,678.7 M,2022,12.876 M,-3.619 M,10.248 M,10.099 M,9.22 M,9.086 M,13.425 M,12.906 M,22.293 M,22.24 M,12.84 M,12.51 M,27.669 M
1969,"China Chunlai Education Group Co., Ltd.",Consumer Discretionary,Diversified Consumer Services,Consumer Services,649.7 M,2022,124.9 M,32.411 M,33.921 M,33.626 M,25.223 M,25.585 M,23.399 M,23.026 M,14.863 M,14.26 M,12.192 M,12.119 M,9.194 M
2552,Hua Medicine (Shanghai) Ltd.,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",404 M,2022,-39.701 M,-9.281 M,-11.668 M,-11.499 M,-11.994 M,-11.819 M,-13.292 M,-12.779 M,-12.306 M,-12.277 M,-14.632 M,-14.256 M,-17.411 M
1675,Asiainfo Technologies Limited,Information Technology,Software,Software & Services,1.773 B,2022,127.7 M,50.291 M,12.331 M,13.031 M,43.915 M,43.276 M,19.014 M,18.738 M,30.113 M,28.95 M,19.667 M,19.62 M,29.562 M
1877,"Shanghai Junshi Biosciences Co., Ltd.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",5.594 B,2022,-358.1 M,-97.581 M,-88.734 M,-53.325 M,-34.679 M,-54.853 M,-64.86 M,76.76 M,-87.638 M,-71.449 M,-51.76 M,-28.692 M,-43.091 M
1713,"Sichuan Energy Investment Development Co., Ltd.",Utilities,Electric Utilities,Utilities,238.1 M,2022,69.889 M,18.711 M,18.174 M,17.909 M,18.866 M,18.591 M,16.9 M,16.247 M,15.852 M,15.814 M,13.584 M,13.235 M,14.601 M
1748,Xin Yuan Enterprises Group Limited,Industrials,Marine,Transportation,144.1 M,2022,14.891 M,4.76 M,2.693 M,2.693 M,2.91 M,2.91 M,4.002 M,4.002 M,5.041 M,5.041 M,2.896 M,2.896 M,4.098 M
1741,Ri Ying Holdings Limited,Industrials,Construction & Engineering,Capital Goods,136.6 M,2022,-17.516 M,-6.432 M,-2.333 M,-2.344 M,1.981 M,1.986 M,-3.488 M,-3.498 M,-1.004 M,-1.004 M,1.535 M,1.527 M,-683.62 K
3798,Homeland Interactive Technology Ltd.,Communication Services,Entertainment,Media,315.9 M,2022,80.675 M,20.186 M,17.769 M,17.511 M,20.381 M,20.084 M,15.751 M,15.142 M,15.292 M,15.255 M,7.755 M,7.556 M,8.741 M
1755,"S-Enjoy Service Group Co., Limited",Real Estate,Real Estate Management & Development,Real Estate,638.2 M,2022,147.3 M,36.505 M,41.239 M,40.639 M,29.216 M,28.791 M,29.02 M,27.899 M,16.907 M,16.867 M,15.189 M,14.8 M,10.973 M
382,Edvantage Group Holdings Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,381.5 M,2022,102.3 M,29.928 M,24.218 M,24.007 M,24.689 M,25.044 M,18.002 M,17.715 M,12.214 M,11.719 M,12.134 M,12.062 M,10.77 M
975,Mongolian Mining Corporation,Materials,Metals & Mining,Materials,382.5 M,2022,133.4 M,70.333 M,-3.619 M,-3.619 M,-152 K,-152 K,19.155 M,19.155 M,46.572 M,46.572 M,24.553 M,24.553 M,61.775 M
3692,Hansoh Pharmaceutical Group Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",10.439 B,2022,451 M,108.3 M,133.2 M,131.3 M,116.6 M,114.9 M,118.2 M,113.7 M,102.3 M,102 M,101.5 M,98.849 M,113 M
1853,Jilin Province Chuncheng Heating Company Limited,Utilities,Water Utilities,Utilities,115.9 M,2022,21.254 M,11.629 M,524.226 K,516.601 K,22.616 M,22.287 M,13.189 M,12.678 M,10.671 M,10.645 M,8.763 M,8.531 M,-5.283 M
1400,Moody Technology Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,162.3 M,2022,-5.288 M,-220.799 K,-2.568 M,-2.53 M,151.771 K,149.561 K,-6.986 M,-6.716 M,-1.2 M,-1.197 M,-8.495 M,-8.277 M,650.676 K
846,Mingfa Group (International) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,291.1 M,2022,278 M,73.868 M,65.686 M,64.731 M,181 M,178.4 M,41.429 M,39.828 M,127.7 M,127.4 M,127.5 M,124.2 M,57.916 M
2148,"Vesync Co., Ltd",Consumer Discretionary,Household Durables,Consumer Durables & Apparel,505.2 M,2022,41.131 M,9.889 M,10.479 M,10.479 M,17.96 M,17.96 M,18.677 M,18.677 M,14.734 M,14.734 M,3.001 M,3.001 M,1.396 M
6968,Ganglong China Property Group Limited,Real Estate,Real Estate Management & Development,Real Estate,107.4 M,2022,213.1 M,56.776 M,55.674 M,54.864 M,45.623 M,44.959 M,27.871 M,26.795 M,23.332 M,23.276 M,19.802 M,19.294 M,12.085 M
9986,Dashan Education Holdings Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,318 M,2022,-5.807 M,-888.165 K,540.362 K,1.425 M,5.924 M,5.838 M,3.23 M,3.771 M,1.845 M,1.84 M,3.619 M,4.026 M,4.653 M
1463,C-Link Squared Limited,Industrials,Professional Services,Commercial & Professional Services,431.1 M,2022,1.692 M,247.812 K,644.817 K,642.166 K,597.689 K,599.117 K,206.339 K,199.735 K,-19.128 K,-19.001 K,711.772 K,1.752 M,1.34 M
1440,Deyun Holding Ltd.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,215.1 M,2022,3.083 M,791.802 K,909.363 K,896.136 K,2.326 M,2.292 M,3.277 M,3.15 M,2.492 M,2.486 M,1.828 M,1.781 M,3.024 M
2142,HBM Holdings Limited,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",208.2 M,2022,-157.6 M,-33.921 M,-38.197 M,-38.197 M,-24.321 M,-24.321 M,-35.624 M,-35.624 M,-6.189 M,-6.189 M,-10.063 M,-10.063 M,-15.966 M
1795,Yadong Group Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,203.3 M,2022,9.867 M,3.735 M,1.475 M,1.453 M,2.753 M,2.713 M,2.714 M,2.609 M,2.005 M,2.001 M,-,-,-
9600,Newlink Technology Inc.,Information Technology,IT Services,Software & Services,198.4 M,2022,3.869 M,629.751 K,1.411 M,1.391 M,93.231 K,91.873 K,2.744 M,2.638 M,379.733 K,378.821 K,2.704 M,2.635 M,208.907 K
1855,ZONBONG LANDSCAPE Environmental Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,316 M,2022,-877.586 K,-2.487 M,2.019 M,1.99 M,2.564 M,2.527 M,6.369 M,6.123 M,3.145 M,3.138 M,3.952 M,3.851 M,3.012 M
6199,"Bank of Guizhou Co., Ltd.",Financials,Banks,Banks,3.327 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
6908,HG Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,131.1 M,2022,-11.41 M,-3.626 M,-2.327 M,-2.294 M,-2.894 M,-2.852 M,567.19 K,545.279 K,183.002 K,182.563 K,953.805 K,1.854 M,804.681 K
3886,Town Health International Medical Group Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,280.4 M,2022,13.207 M,1.853 M,4.784 M,4.792 M,5.981 M,5.974 M,1.824 M,1.825 M,-1.27 M,-1.269 M,1.481 M,1.472 M,3.723 M
9936,Ximei Resources Holding Limited,Materials,Metals & Mining,Materials,176.6 M,2022,29.176 M,9.341 M,6.061 M,5.973 M,4.194 M,4.133 M,2.193 M,2.109 M,4.438 M,4.428 M,3.398 M,3.31 M,4.178 M
1597,China Nature Energy Technology Holdings Limited,Industrials,Electrical Equipment,Capital Goods,111.1 M,2022,3.835 M,605.227 K,1.42 M,1.4 M,1.581 M,1.558 M,2.73 M,2.624 M,1.75 M,1.746 M,-,-,-
9908,"JiaXing Gas Group Co., Ltd.",Utilities,Gas Utilities,Utilities,174.5 M,2022,25.937 M,6.508 M,7.179 M,7.075 M,8.532 M,8.408 M,8.963 M,8.617 M,6.213 M,6.198 M,6.188 M,6.029 M,6.98 M
9906,Honliv Healthcare Management Group Company Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,183.4 M,2022,17.079 M,5.582 M,3.622 M,3.569 M,4.033 M,3.975 M,3.573 M,3.435 M,2.784 M,2.778 M,3.4 M,3.313 M,5.024 M
6928,TOMO Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,165.7 M,2022,-1.237 M,-310.127 K,-325.295 K,-323.079 K,93.728 K,93.702 K,186.291 K,180.242 K,-124.49 K,-122.062 K,1.665 M,547.354 K,276.511 K
1442,Infinity Logistics and Transport Ventures Limited,Industrials,Air Freight & Logistics,Transportation,297.1 M,2022,15.174 M,3.838 M,4.151 M,4.134 M,3.098 M,3.105 M,2.833 M,2.742 M,2.365 M,2.349 M,2.739 M,2.677 M,2.259 M
2231,JY Grandmark Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,251.7 M,2022,-44.049 M,-24.425 M,1.148 M,1.132 M,24.465 M,24.109 M,28.156 M,27.069 M,21.82 M,21.768 M,42.315 M,41.229 M,22.074 M
1961,Infinities Technology International (Cayman) Holding Limited,Communication Services,Entertainment,Media,124.5 M,2022,-12.941 M,-2.093 M,-4.734 M,-4.665 M,-1.56 M,-1.537 M,-16.545 K,-15.906 K,1.504 M,1.501 M,1.843 M,2.377 M,2.471 M
9677,"Weihai City Commercial Bank Co., Ltd.",Financials,Banks,Banks,2.346 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2169,Canggang Railway Limited,Industrials,Road & Rail,Transportation,328.7 M,2022,21.389 M,6.084 M,4.479 M,4.733 M,5.745 M,5.662 M,6.484 M,6.389 M,5.341 M,5.135 M,5.52 M,5.506 M,-
2096,Simcere Pharmaceutical Group Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",2.942 B,2022,111 M,38.212 M,20.379 M,20.083 M,12.656 M,12.471 M,29.016 M,27.896 M,26.871 M,26.807 M,46.092 M,44.909 M,45.095 M
3991,Changhong Jiahua Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,193.2 M,2022,75.055 M,16.878 M,19.207 M,19.237 M,18.959 M,18.935 M,15.384 M,15.389 M,16.539 M,16.534 M,7.378 M,15.81 M,13.963 M
3390,Tycoon Group Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,547.3 M,2022,8.612 M,2.815 M,903.026 K,904.399 K,-799.232 K,-798.247 K,-54.37 K,-54.387 K,-1.942 M,-1.942 M,776.591 K,772.102 K,4.224 M
2146,"Roiserv Lifestyle Services Co., Ltd.",Real Estate,Real Estate Management & Development,Real Estate,100.6 M,2022,66.93 M,16.643 M,19.077 M,18.799 M,25.865 M,25.488 M,17.366 M,16.695 M,9.166 M,9.144 M,3.524 M,3.434 M,4.77 M
2187,Zhixin Group Holding Limited,Materials,Construction Materials,Materials,414.5 M,2022,7.601 M,1.392 M,2.778 M,2.738 M,3.195 M,3.149 M,6.9 M,6.634 M,2.195 M,2.19 M,-,-,-
6913,South China Vocational Education Group Company Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,244.7 M,2022,15.79 M,7.725 M,616.444 K,607.477 K,8.429 M,8.307 M,3.608 M,3.469 M,7.226 M,7.209 M,-,-,-
2215,Dexin Services Group Limited,Real Estate,Real Estate Management & Development,Real Estate,333.9 M,2022,25.61 M,8.498 M,5.117 M,5.043 M,7.538 M,7.428 M,6.605 M,6.35 M,3.787 M,3.778 M,-,-,-
2207,"Ronshine Service Holding Co., Ltd",Real Estate,Real Estate Management & Development,Real Estate,271.9 M,2022,18.127 M,3.761 M,5.804 M,5.719 M,7.383 M,7.276 M,4.707 M,4.525 M,4.177 M,4.167 M,-,-,-
2216,Broncus Holding Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,104.7 M,2022,-33.424 M,-7.646 M,-9.066 M,-9.066 M,-9.855 M,-9.855 M,-5.447 M,-5.447 M,-4.359 M,-4.359 M,-,-,-
2276,"Shanghai Conant Optical Co., Ltd.",Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,256.5 M,2022,46.034 M,10.564 M,12.476 M,13.183 M,10.892 M,10.695 M,10.126 M,9.978 M,-,-,-,-,-
2285,Chervon Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,2.243 B,2022,195.8 M,60.839 M,37.041 M,37.041 M,55.211 M,55.211 M,28.839 M,28.839 M,21.166 M,21.166 M,-,-,-
